question,nresults,snippet,sections,link
"What are the coronavirus symptoms?",6,"If you have symptoms such as a cough or fever: Do not go to a medical clinic  unless you have first obtained an appointment. Visit the emergency ...",".","https://www.quebec.ca/en/health/health-issues/a-z/2019-coronavirus/"
"Combien de cas prévoyons nous avoir d’ici 1mois",0,".",".","."
"What should i do if i am short of breath?",0,".",".","."
"Combien de temps dure un rhume normalement ?",0,".",".","."
"Est-ce qu'il existe actuellement un médicament efficace contre le Covid-19?",1,"Foire aux questions à propos de la coronavirus (COVID-19) au Québec et des ...  Les heures d'ouverture actuellement prévues sont du lundi au vendredi, de 7 h à  18 h. ... Est-ce que le port d'un masque est efficace pour me protéger contre la  COVID‑19? ... Existe-t-il un traitement contre la COVID‑19?","Existe-t-il un traitement contre la COVID‑19?","https://www.quebec.ca/sante/problemes-de-sante/a-z/coronavirus-2019/reponses-questions-coronavirus-covid19/"
"Es ce facile de se faire tester si nous avons les symptômes",0,".",".","."
"Prendre une marche avec une autre personne c'est risqué?",3,"Est-ce que le personnel des CPE et garderies subventionnées continuera ... Est- ce que les parents qui vont devoir prendre deux semaines de ... C'est pourquoi le  gouvernement du Québec prend dès maintenant les ... Personnes à risque ...  Ces personnes peuvent également sortir prendre une marche en ...","Est-ce que le personnel des CPE et garderies subventionnées continuera d’être payé? / Est-ce que les parents qui vont devoir prendre deux semaines de congé en raison de la fermeture des écoles et des services de garde vont continuer d’être payés?","https://www.quebec.ca/sante/problemes-de-sante/a-z/coronavirus-2019/reponses-questions-coronavirus-covid19/"
"Est ce que je peux aller porter de la nourriture à une personne en quarantaine?",0,".",".","."
"Test ",6,"A health emergency is declare throughout Québec's territory to implement  measures to protect the health of the population.",".","https://www.quebec.ca/en/health/health-issues/a-z/2019-coronavirus/"
"Quels sont les critères qui vous permettront de lever l'état d'urgence sanitaire et les consignes de confinement?",0,".",".","."
"O que é o covid19 ?",1,"Coronavirus disease (COVID-19) in Québec. On march 13, 2020, the  Gouvernement du Québec adopted an Order in Council that declares a ...",".","https://www.quebec.ca/en/health/health-issues/a-z/2019-coronavirus/"
"when will the pandemic end?",1,"If your condition allows you to do so and indicate that you are a traveller who has  been back for less than 14 days. You will be told how to go there ...",".","https://www.quebec.ca/en/health/health-issues/a-z/2019-coronavirus/"
"Je tousse un peu, est ce que je doit me faire tester au covid 19 ? ",1,"De plus, si vous avez de la toux ou de la fièvre : Ne vous présentez pas dans une  clinique médicale sans avoir reçu au préalable un rendez-vous.",".","https://www.quebec.ca/sante/problemes-de-sante/a-z/coronavirus-2019/"
"Test",6,"A health emergency is declare throughout Québec's territory to implement  measures to protect the health of the population.",".","https://www.quebec.ca/en/health/health-issues/a-z/2019-coronavirus/"
"My throat seems to burn a little. Should i be worried ?",0,".",".","."
"Combien de temps le virus reste sur les surfaces, les vêtements ou les aliments?",0,".",".","."
"Ma conjointe travaille dans un commerce essentiel et est en contact avec plein de gens dont on ne peut pas savoir s'ils sont à risque de propagation ou pas.  Je suis à la maison et je ne sors pas depuis 1 semaine.  Si j'ai des symptômes de rhume sans fièvre, devrais-je m'inquiéter?",0,".",".","."
"Is the Asymptomatic Carrier a temporary status? ",0,".",".","."
"Non",9,"Non. Le gouvernement paiera la contribution parentale ainsi que la subvention  aux services de garde, pour toute la période de deux semaines.","Est-ce que les parents qui ne peuvent plus utiliser les services de garde éducatifs à l’enfance doivent continuer à payer leurs frais de garde?","https://www.quebec.ca/sante/problemes-de-sante/a-z/coronavirus-2019/reponses-questions-coronavirus-covid19/"
"Qui est plus à risque de mourir du virus ? ",1,"Une attention particulière doit être portée aux personnes âgées, particulièrement  celles de 70 ans et plus, puisqu'elles sont davantage à risque ...",".","https://www.quebec.ca/sante/problemes-de-sante/a-z/coronavirus-2019/"
"Is it OK I go out for a walk alone?",1,"do not receive visitors in the home;; remain alone in one room of the house as ...  Howevere, seniors can go out for a walk or to buy groceries or ...",".","https://www.quebec.ca/en/health/health-issues/a-z/2019-coronavirus/instructions-directives/"
"will governments learn from this?",4,"If you are worried or anxious about the coronavirus, you can contact the ... a  workplace that is not subject to a Québec government suspension, ...","Health recommendations for everyone","https://www.quebec.ca/en/health/health-issues/a-z/2019-coronavirus/instructions-directives/"
"I am coughing so you think I have Coronavirus?",1,"If you have symptoms such as a cough or fever: Do not go to a medical clinic  unless you have first obtained an appointment. Visit the emergency ...",".","https://www.quebec.ca/en/health/health-issues/a-z/2019-coronavirus/"
"Mon enfant est malade et a le",2,"Est-ce que j'ai droit à des congés de maladie? Oui. Vous avez le droit de vous ...  Est-ce que mon employeur peut me mettre en arrêt de travail non-payé à cause  du coronavirus? ... Les enfants sont-ils moins à risque? Oui, les ..."," Est-ce que j'ai droit à des congés de maladie? / Est-ce que mon employeur peut me mettre en arrêt de travail non-payé à cause du coronavirus?","https://www.quebec.ca/sante/problemes-de-sante/a-z/coronavirus-2019/reponses-questions-coronavirus-covid19/"
"Comme tierce personne en contacte avec une personne en quarantaine revenant de voyage mais ne présentant pas de symptômes, dois-je me placer en quarantaine?  Et pour quelle période?",0,".",".","."
"Est ce que je peux visiter ma famille ? ",0,".",".","."
"Tu réponds pas au question?",0,".",".","."
"What are the risks for a person between 20 and 40 years old with asthma?",0,".",".","."
"Y'a t'il vraiment un risque de contagion quand je vais faire l'épicerie?",0,".",".","."
"Where can I find most up to date numbers on cases and deaths?",0,".",".","."
"Is there an estimate as to how long the crisis will last?",0,".",".","."
"Est-ce que mes enfants peuvent fréquenter d'autres enfants ?",0,".",".","."
"Is it true that warm kills Coronavirus?",0,".",".","."
"Does everyone that contracts the virus show symptoms? Or will only certain people show symptoms?",3,"If you have symptoms such as a cough or fever: Do not go to a medical clinic  unless you have first obtained an appointment. Visit the emergency ...",".","https://www.quebec.ca/en/health/health-issues/a-z/2019-coronavirus/"
"Should I use NSAIDs?",0,".",".","."
"Quand les écoles vont-elles rouvrir?",0,".",".","."
"How to know if I get COVID-19 or not?",10,"The current coronavirus (COVID-19) pandemic is a particular and rare situation.  ... Most people have the resources and mental strength to adapt to this type of ...  These signs may mean that your personal resources no longer ...",".","https://www.quebec.ca/en/health/health-issues/a-z/2019-coronavirus/stress-anxiety-and-depression-associated-with-the-coronavirus-covid-19-disease/"
"Combien de temps le virus reste-t-il présent sur les fruits et les légumes?",0,".",".","."
"what are the symptoms of coronavirus",7,"Physical symptoms. Headaches, neck tension, gastrointestinal problems, etc.  Sleep problems; Lower appetite; Lower energy, fatigue; Etc.",".","https://www.quebec.ca/en/health/health-issues/a-z/2019-coronavirus/stress-anxiety-and-depression-associated-with-the-coronavirus-covid-19-disease/"
"Bonjour, j’ai appris que dans le bâtiment où mon père travaille, il y a eu un cas de covid déclaré. On ne sait pas si mon père a été en contact avec cette personne. Il a décidé de passer le test même s’il n’a aucun symptômes. Pour ma part, je n’ai aucun symptômes, est ce que je suis obligé de rester en quarantaine ou je peux continuer à aller travailler tout en prenant mes précautions? Merci  ",0,".",".","."
"When will primary schools start?",1,"If you are worried about COVID‑19 or display symptoms such as a cough or ...  You will be told how to go there and what precautions to take (wearing a ...  School and childcare service closings · Repayment of a student loan ...",".","https://www.quebec.ca/en/health/health-issues/a-z/2019-coronavirus/"
"À quelle distance je dois me tenir des autres personnes pour respecter les consignes du gouvernement ? ",0,".",".","."
"Is it true that you can get the virus again even after you've recovered ",0,".",".","."
"Mon autre situation : mes enfants sont en garde partagée et leur père vie avec grand-maman qui revient tout juste de voyage. Les enfants restent avec moi le tempsmque sa quarantaine terminé ( soit le 31 mars prochain) serait il envisageable qu'ils retournent chez papa à cette date où il est préférable qu'ils restent ici le temps que tout se calme?",0,".",".","."
"Does covid-19 spread in tropical conditions?",0,".",".","."
"Quel médicaments puis je prendre pour diminuer le risque de le contracter ? ",0,".",".","."
"I would like clarifications about the fact that test results don't work if you don't have symptoms. That does not seem like a commonality we usually see with tests like this.",0,".",".","."
"Puis-je sortir de chez moi si un membre de ma famille qui habite chez moi a le coronavirus? ",0,".",".","."
"how many death in italy?",0,".",".","."
"À quelle clinique est ce que je peux aller me faire tester au covid 19 ? ",1,"Si la COVID‑19 vous inquiète ou si vous présentez des symptômes comme ... Ne  vous présentez pas dans une clinique médicale sans avoir reçu au ... On vous  dira comment vous rendre et quelles précautions prendre (port ...","Pour les citoyens de retour de voyage","https://www.quebec.ca/sante/problemes-de-sante/a-z/coronavirus-2019/"
